N_unmapped	818980	818980	818980
N_multimapping	192609	192609	192609
N_noFeature	88915	6017526	5192993
N_ambiguous	1130184	456247	687916
ROD_RS00010	84	0	84
ROD_RS00015	4697	22	4675
ROD_RS00020	1027	0	1027
ROD_RS00025	2285	67	2218
ROD_RS00030	915	779	136
ROD_RS00035	183	123	60
ROD_RS00040	14532	54	14478
ROD_RS00045	420	5	415
ROD_RS00050	279	5	274
ROD_RS00055	68	40	28
ROD_RS00060	23828	20	23808
ROD_RS00065	2670	14	2656
ROD_RS00070	26	11	15
ROD_RS00075	3	2	1
ROD_RS00080	20	15	5
ROD_RS00085	3	1	2
ROD_RS00090	419	108	311
ROD_RS28850	0	0	0
ROD_RS28855	4	1	3
ROD_RS00095	2041	9	2032
ROD_RS00100	988	3	985
ROD_RS00105	442	98	344
ROD_RS00110	18	11	7
ROD_RS00115	3556	3548	8
ROD_RS28860	46	40	6
ROD_RS00125	1859	2	1857
ROD_RS00130	17715	52	17663
ROD_RS00135	2373	2	2371
ROD_RS00140	1338	1	1337
ROD_RS00145	1339	12	1327
ROD_RS00150	326	9	317
ROD_RS00155	28	23	5
ROD_RS00160	15	11	4
ROD_RS00165	8	7	1
ROD_RS00170	10	7	3
ROD_RS00175	44	29	15
ROD_RS00180	92	10	82
ROD_RS00185	524	0	524
ROD_RS00190	4240	9	4231
ROD_RS00195	8026	18	8008
ROD_RS00200	13	1	12
ROD_RS00205	75	47	28
ROD_RS00210	106	90	16
ROD_RS00215	56	47	9
ROD_RS00220	82	62	20
ROD_RS00225	60	23	37
ROD_RS00235	33	2	31
ROD_RS00240	58	1	57
ROD_RS00245	36	3	33
ROD_RS00250	50	38	12
ROD_RS00255	7	7	0
ROD_RS00260	288	21	267
ROD_RS00265	66	0	66
ROD_RS00270	167	104	63
ROD_RS28865	10	8	2
ROD_RS00275	153	0	153
ROD_RS00280	1019	6	1013
ROD_RS00285	406	91	315
ROD_RS00290	1561	1447	114
ROD_RS00295	689	689	0
ROD_RS00300	2281	2271	10
ROD_RS00305	3049	2991	58
ROD_RS00310	7065	7051	14
ROD_RS00315	8002	7957	45
ROD_RS00320	943	2	941
ROD_RS00325	485	209	276
ROD_RS00330	1487	1460	27
ROD_RS00335	739	711	28
ROD_RS00340	1	0	1
ROD_RS00345	32	14	18
ROD_RS00350	33	22	11
ROD_RS00355	36	18	18
ROD_RS00360	167	1	166
ROD_RS00365	548	12	536
ROD_RS00370	187	110	77
ROD_RS00375	186	152	34
ROD_RS00380	279	268	11
ROD_RS00385	665	610	55
ROD_RS00390	12	0	12
